_MEMBER_modules_mes_black_sorted_top300,_MEMBER_modules_mes_blue_sorted_top300,_MEMBER_modules_mes_green_sorted_top300,_MEMBER_modules_mes_grey_sorted_top300,_MEMBER_modules_mes_pink_sorted_top300,_MEMBER_modules_mes_red_sorted_top300,_LogP_modules_mes_black_sorted_top300,_LogP_modules_mes_blue_sorted_top300,_LogP_modules_mes_green_sorted_top300,_LogP_modules_mes_grey_sorted_top300,_LogP_modules_mes_pink_sorted_top300,_LogP_modules_mes_red_sorted_top300,GO,Description,_PATTERN_,_RANK_,GiniIndex
0,0,0,1,0,0,0,0,0,-2.8,0,0,GO:1990858,cellular response to lectin,M000100,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,GO:2001267,regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway,M100000,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:0042182,ketone catabolic process,M100000,1,0
1,0,0,0,0,0,-3.8,0,0,0,0,0,M79,PID TRAIL PATHWAY,M100000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0002827,positive regulation of T-helper 1 type immune response,M100000,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,M11736,SA MMP CYTOKINE CONNECTION,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.8,GO:0006029,proteoglycan metabolic process,M000001,1,0
0,1,0,0,0,0,0,-3.3,0,0,0,0,GO:0016045,detection of bacterium,M010000,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,M100000,1,0
0,0,1,0,0,0,0,0,-3,0,0,0,GO:0050772,positive regulation of axonogenesis,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.5,0,0,GO:0051402,neuron apoptotic process,M000100,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,R-HSA-877312,Regulation of IFNG signaling,M100000,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,GO:1905897,regulation of response to endoplasmic reticulum stress,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0009855,determination of bilateral symmetry,M000010,1,0
0,0,1,0,0,0,0,0,-4.9,0,0,0,GO:0006457,protein folding,M001000,1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,GO:0043029,T cell homeostasis,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0001942,hair follicle development,M000001,1,0
0,0,1,0,0,0,0,0,-2.4,0,0,0,hsa04136,Autophagy - other,M001000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0042069,regulation of catecholamine metabolic process,M100000,1,0
0,1,0,0,0,0,0,-7.9,0,0,0,0,GO:1901224,positive regulation of non-canonical NF-kappaB signal transduction,M010000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0051591,response to cAMP,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.1,0,GO:0060412,ventricular septum morphogenesis,M000010,1,0
0,1,0,0,0,0,0,-3.9,0,0,0,0,GO:0002726,positive regulation of T cell cytokine production,M010000,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,M100000,1,0
0,1,0,0,0,0,0,-4.4,0,0,0,0,GO:1903532,positive regulation of secretion by cell,M010000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:1902106,negative regulation of leukocyte differentiation,M010000,1,0
1,0,0,0,0,0,-5.8,0,0,0,0,0,GO:0070228,regulation of lymphocyte apoptotic process,M100000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:0045927,positive regulation of growth,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3.3,0,R-HSA-9614657,FOXO-mediated transcription of cell death genes,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0035050,embryonic heart tube development,M000010,1,0
0,1,0,0,0,0,0,-3.8,0,0,0,0,GO:0010039,response to iron ion,M010000,1,0
0,0,0,1,0,0,0,0,0,-3.8,0,0,GO:0000281,mitotic cytokinesis,M000100,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:0046825,regulation of protein export from nucleus,M010000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,R-HSA-156590,Glutathione conjugation,M100000,1,0
0,1,0,0,0,0,0,-4.3,0,0,0,0,GO:0071637,regulation of monocyte chemotactic protein-1 production,M010000,1,0
1,0,0,0,0,0,-5.2,0,0,0,0,0,R-HSA-209560,NF-kB is activated and signals survival,M100000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:0032922,circadian regulation of gene expression,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.2,0,GO:0003281,ventricular septum development,M000010,1,0
0,0,0,1,0,0,0,0,0,-5.6,0,0,GO:0051302,regulation of cell division,M000100,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,GO:0070243,regulation of thymocyte apoptotic process,M100000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,GO:0032410,negative regulation of transporter activity,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.7,GO:0090504,epiboly,M000001,1,0
1,0,0,0,0,0,-5.3,0,0,0,0,0,M5939,HALLMARK P53 PATHWAY,M100000,1,0
0,0,1,0,0,0,0,0,-2,0,0,0,GO:1904029,regulation of cyclin-dependent protein kinase activity,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.4,R-HSA-114604,GPVI-mediated activation cascade,M000001,1,0
1,0,0,0,0,0,-7,0,0,0,0,0,GO:0070232,regulation of T cell apoptotic process,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-5.4,hsa04520,Adherens junction,M000001,1,0
0,0,1,0,0,0,0,0,-13,0,0,0,M5910,HALLMARK PROTEIN SECRETION,M001000,1,0
0,1,0,0,0,0,0,-3,0,0,0,0,WP2873,Aryl hydrocarbon receptor pathway,M010000,1,0
0,0,1,0,0,0,0,0,-5.4,0,0,0,GO:0030705,cytoskeleton-dependent intracellular transport,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.2,GO:2000136,regulation of cell proliferation involved in heart morphogenesis,M000001,1,0
1,0,0,0,0,0,-9.7,0,0,0,0,0,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",M100000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,R-HSA-109606,Intrinsic Pathway for Apoptosis,M100000,1,0
1,0,0,0,0,0,-4.2,0,0,0,0,0,GO:0046635,positive regulation of alpha-beta T cell activation,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,WP2034,Leptin signaling pathway,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,GO:0045736,negative regulation of cyclin-dependent protein serine/threonine kinase activity,M000010,1,0
0,1,0,0,0,0,0,-4,0,0,0,0,GO:0034356,NAD biosynthesis via nicotinamide riboside salvage pathway,M010000,1,0
0,0,1,0,0,0,0,0,-5.2,0,0,0,R-HSA-114608,Platelet degranulation,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0018209,peptidyl-serine modification,M000001,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,M200,PID ERA GENOMIC PATHWAY,M100000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,M100,PID SHP2 PATHWAY,M100000,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,WP5072,Modulators of TCR signaling and T cell activation,M100000,1,0
1,0,0,0,0,0,-2,0,0,0,0,0,GO:0031331,positive regulation of cellular catabolic process,M100000,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,R-HSA-448424,Interleukin-17 signaling,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0060037,pharyngeal system development,M000010,1,0
0,0,1,0,0,0,0,0,-5.9,0,0,0,GO:0099518,vesicle cytoskeletal trafficking,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.4,GO:0061572,actin filament bundle organization,M000001,1,0
0,1,0,0,0,0,0,-2,0,0,0,0,GO:0030225,macrophage differentiation,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,GO:0032331,negative regulation of chondrocyte differentiation,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0002068,glandular epithelial cell development,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0055117,regulation of cardiac muscle contraction,M000001,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,R-HSA-381042,PERK regulates gene expression,M100000,1,0
0,1,0,0,0,0,0,-4.5,0,0,0,0,hsa05143,African trypanosomiasis,M010000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0042100,B cell proliferation,M100000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0003229,ventricular cardiac muscle tissue development,M001000,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,GO:0001774,microglial cell activation,M100000,1,0
1,0,0,0,0,0,-5.1,0,0,0,0,0,M2602,BIOCARTA RANKL PATHWAY,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.9,0,M288,PID HES HEY PATHWAY,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-3.7,0,R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,M000010,1,0
0,1,0,0,0,0,0,-6.1,0,0,0,0,R-HSA-9833482,PKR-mediated signaling,M010000,1,0
0,1,0,0,0,0,0,-6.4,0,0,0,0,GO:0019730,antimicrobial humoral response,M010000,1,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,GO:0016064,immunoglobulin mediated immune response,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-5.7,WP383,Striated muscle contraction pathway,M000001,1,0
1,0,0,0,0,0,-2.2,0,0,0,0,0,GO:0032413,negative regulation of ion transmembrane transporter activity,M100000,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,WP4856,Intracellular trafficking proteins involved in CMT neuropathy,M001000,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,R-HSA-500792,GPCR ligand binding,M010000,1,0
0,1,0,0,0,0,0,-5.3,0,0,0,0,WP530,Cytokines and inflammatory response,M010000,1,0
0,0,0,1,0,0,0,0,0,-5.6,0,0,R-HSA-9648025,EML4 and NUDC in mitotic spindle formation,M000100,1,0
0,0,1,0,0,0,0,0,-2.6,0,0,0,GO:0031589,cell-substrate adhesion,M001000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,M276,PID FGF PATHWAY,M100000,1,0
0,1,0,0,0,0,0,-6.4,0,0,0,0,GO:0001912,positive regulation of leukocyte mediated cytotoxicity,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,WP3651,Pathways affected in adenoid cystic carcinoma,M000010,1,0
1,0,0,0,0,0,-3.6,0,0,0,0,0,R-HSA-2046104,alpha-linolenic (omega3) and linoleic (omega6) acid metabolism,M100000,1,0
0,1,0,0,0,0,0,-4,0,0,0,0,GO:0002467,germinal center formation,M010000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0003203,endocardial cushion morphogenesis,M010000,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0019362,pyridine nucleotide metabolic process,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,GO:0001101,response to acid chemical,M000010,1,0
0,1,0,0,0,0,0,-2.2,0,0,0,0,GO:0046496,nicotinamide nucleotide metabolic process,M010000,1,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,GO:1902652,secondary alcohol metabolic process,M010000,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:0006617,"SRP-dependent cotranslational protein targeting to membrane, signal sequence recognition",M001000,1,0
0,1,0,0,0,0,0,-3.1,0,0,0,0,GO:0003184,pulmonary valve morphogenesis,M010000,1,0
1,0,0,0,0,0,-2,0,0,0,0,0,M5916,HALLMARK APICAL SURFACE,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.2,GO:1903169,regulation of calcium ion transmembrane transport,M000001,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:0072525,pyridine-containing compound biosynthetic process,M010000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:1902004,positive regulation of amyloid-beta formation,M100000,1,0
0,1,0,0,0,0,0,-4.1,0,0,0,0,GO:0006879,intracellular iron ion homeostasis,M010000,1,0
0,0,1,0,0,0,0,0,-4.3,0,0,0,R-HSA-8873719,RAB geranylgeranylation,M001000,1,0
1,0,0,0,0,0,-9.9,0,0,0,0,0,R-HSA-69481,G2/M Checkpoints,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.4,GO:1903543,positive regulation of exosomal secretion,M000001,1,0
1,0,0,0,0,0,-8.2,0,0,0,0,0,R-HSA-69306,DNA Replication,M100000,1,0
0,0,1,0,0,0,0,0,-3.9,0,0,0,GO:1903077,negative regulation of protein localization to plasma membrane,M001000,1,0
0,1,0,0,0,0,0,-2.3,0,0,0,0,GO:1990748,cellular detoxification,M010000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,GO:0032816,positive regulation of natural killer cell activation,M100000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,hsa04917,Prolactin signaling pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,GO:0003338,metanephros morphogenesis,M000001,1,0
1,0,0,0,0,0,-5,0,0,0,0,0,GO:2000514,"regulation of CD4-positive, alpha-beta T cell activation",M100000,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,GO:1905898,positive regulation of response to endoplasmic reticulum stress,M100000,1,0
1,0,0,0,0,0,-2,0,0,0,0,0,GO:0000288,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.3,GO:0010812,negative regulation of cell-substrate adhesion,M000001,1,0
0,1,0,0,0,0,0,-5.7,0,0,0,0,WP5187,mRNA vaccine activation of dendritic cell and induction of IFN 1,M010000,1,0
1,0,0,0,0,0,-7,0,0,0,0,0,WP4925,Unfolded protein response,M100000,1,0
0,1,0,0,0,0,0,-9.9,0,0,0,0,GO:0032722,positive regulation of chemokine production,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.1,hsa04350,TGF-beta signaling pathway,M000001,1,0
1,0,0,0,0,0,-6,0,0,0,0,0,WP4538,Regulatory circuits of the STAT3 signaling pathway,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,M2404,BIOCARTA PPARA PATHWAY,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.1,0,M181,PID BMP PATHWAY,M000010,1,0
1,0,0,0,0,0,-5.4,0,0,0,0,0,GO:2000628,regulation of miRNA metabolic process,M100000,1,0
1,0,0,0,0,0,-3.7,0,0,0,0,0,GO:2000316,regulation of T-helper 17 type immune response,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:0043270,positive regulation of monoatomic ion transport,M100000,1,0
0,0,1,0,0,0,0,0,-3.7,0,0,0,GO:1905037,autophagosome organization,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0046320,regulation of fatty acid oxidation,M000010,1,0
1,0,0,0,0,0,-6.2,0,0,0,0,0,hsa04933,AGE-RAGE signaling pathway in diabetic complications,M100000,1,0
1,0,0,0,0,0,-5.3,0,0,0,0,0,hsa04920,Adipocytokine signaling pathway,M100000,1,0
1,0,0,0,0,0,-5.8,0,0,0,0,0,M15285,BIOCARTA NFKB PATHWAY,M100000,1,0
1,0,0,0,0,0,-4.7,0,0,0,0,0,M10287,BIOCARTA FMLP PATHWAY,M100000,1,0
0,1,0,0,0,0,0,-3.6,0,0,0,0,WP558,Complement and coagulation cascades,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-4.4,0,R-HSA-1852241,Organelle biogenesis and maintenance,M000010,1,0
0,1,0,0,0,0,0,-12,0,0,0,0,GO:0140374,antiviral innate immune response,M010000,1,0
1,0,0,0,0,0,-3.3,0,0,0,0,0,WP5083,Neuroinflammation and glutamatergic signaling,M100000,1,0
1,0,0,0,0,0,-3,0,0,0,0,0,GO:0050728,negative regulation of inflammatory response,M100000,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:0002040,sprouting angiogenesis,M001000,1,0
1,0,0,0,0,0,-11,0,0,0,0,0,R-HSA-445989,TAK1-dependent IKK and NF-kappa-B activation,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.7,hsa04961,Endocrine and other factor-regulated calcium reabsorption,M000001,1,0
0,1,0,0,0,0,0,-11,0,0,0,0,GO:0002709,regulation of T cell mediated immunity,M010000,1,0
0,0,1,0,0,0,0,0,-4,0,0,0,R-HSA-400685,Sema4D in semaphorin signaling,M001000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,hsa04066,HIF-1 signaling pathway,M100000,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0002891,positive regulation of immunoglobulin mediated immune response,M010000,1,0
1,0,0,0,0,0,-2.8,0,0,0,0,0,WP4747,Netrin UNC5B signaling pathway,M100000,1,0
0,1,0,0,0,0,0,-4.7,0,0,0,0,GO:1903969,regulation of response to macrophage colony-stimulating factor,M010000,1,0
1,0,0,0,0,0,-7.5,0,0,0,0,0,GO:0070266,necroptotic process,M100000,1,0
1,0,0,0,0,0,-2.1,0,0,0,0,0,GO:0006402,mRNA catabolic process,M100000,1,0
0,0,0,1,0,0,0,0,0,-4.3,0,0,GO:1903490,positive regulation of mitotic cytokinesis,M000100,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,R-HSA-1489509,DAG and IP3 signaling,M000001,1,0
1,0,0,0,0,0,-3.9,0,0,0,0,0,GO:2000377,regulation of reactive oxygen species metabolic process,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.2,0,0,M176,PID FOXM1 PATHWAY,M000100,1,0
1,0,0,0,0,0,-5.7,0,0,0,0,0,M94,PID FAS PATHWAY,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.7,GO:0090162,establishment of epithelial cell polarity,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-3.6,0,GO:1902904,negative regulation of supramolecular fiber organization,M000010,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,GO:0060251,regulation of glial cell proliferation,M010000,1,0
1,0,0,0,0,0,-4.1,0,0,0,0,0,M8066,BIOCARTA IL22BP PATHWAY,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:1902117,positive regulation of organelle assembly,M000010,1,0
1,0,0,0,0,0,-4.2,0,0,0,0,0,GO:0002260,lymphocyte homeostasis,M100000,1,0
0,1,0,0,0,0,0,-5.3,0,0,0,0,GO:1903530,regulation of secretion by cell,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-3.9,0,GO:0045936,negative regulation of phosphate metabolic process,M000010,1,0
0,1,0,0,0,0,0,-2.1,0,0,0,0,R-HSA-2173782,Binding and Uptake of Ligands by Scavenger Receptors,M010000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,GO:1905475,regulation of protein localization to membrane,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.5,GO:0051592,response to calcium ion,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0002244,hematopoietic progenitor cell differentiation,M000010,1,0
1,0,0,0,0,0,-2.4,0,0,0,0,0,M101,PID HDAC CLASSI PATHWAY,M100000,1,0
0,0,1,0,0,0,0,0,-8.6,0,0,0,GO:0006487,protein N-linked glycosylation,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-3,0,GO:0001759,organ induction,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.5,0,GO:0098868,bone growth,M000010,1,0
0,1,0,0,0,0,0,-3.4,0,0,0,0,R-HSA-9694631,Maturation of nucleoprotein,M010000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3,hsa04971,Gastric acid secretion,M000001,1,0
1,0,0,0,0,0,-3.4,0,0,0,0,0,GO:0002285,lymphocyte activation involved in immune response,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-3.3,0,GO:0001947,heart looping,M000010,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:1904377,positive regulation of protein localization to cell periphery,M001000,1,0
0,0,1,0,0,0,0,0,-2.9,0,0,0,GO:1990138,neuron projection extension,M001000,1,0
1,0,0,0,0,0,-3.5,0,0,0,0,0,M2587,BIOCARTA HSP27 PATHWAY,M100000,1,0
0,0,0,1,0,0,0,0,0,-2.9,0,0,GO:1901976,regulation of cell cycle checkpoint,M000100,1,0
0,0,1,0,0,0,0,0,-4.7,0,0,0,GO:0035964,COPI-coated vesicle budding,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.7,0,M32,PID HDAC CLASSIII PATHWAY,M000010,1,0
0,1,0,0,0,0,0,-4.6,0,0,0,0,GO:0032370,positive regulation of lipid transport,M010000,1,0
0,0,1,0,0,0,0,0,-3.6,0,0,0,GO:0043648,dicarboxylic acid metabolic process,M001000,1,0
0,1,0,0,0,0,0,-13,0,0,0,0,GO:0060760,positive regulation of response to cytokine stimulus,M010000,1,0
0,0,1,0,0,0,0,0,-3.3,0,0,0,GO:0034497,protein localization to phagophore assembly site,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-4.3,R-HSA-8941332,RUNX2 regulates genes involved in cell migration,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,R-HSA-437239,Recycling pathway of L1,M000001,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,WP5122,Prostaglandin and leukotriene metabolism in senescence,M010000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,GO:1990830,cellular response to leukemia inhibitory factor,M100000,1,0
0,1,0,0,0,0,0,-8.6,0,0,0,0,GO:0002449,lymphocyte mediated immunity,M010000,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0035994,response to muscle stretch,M100000,1,0
0,0,1,0,0,0,0,0,-3.5,0,0,0,GO:1903828,negative regulation of protein localization,M001000,1,0
0,0,1,0,0,0,0,0,-4.7,0,0,0,GO:0048205,COPI coating of Golgi vesicle,M001000,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,GO:0019932,second-messenger-mediated signaling,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.9,R-HSA-190828,Gap junction trafficking,M000001,1,0
0,1,0,0,0,0,0,-2.4,0,0,0,0,GO:1901889,negative regulation of cell junction assembly,M010000,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,GO:2000107,negative regulation of leukocyte apoptotic process,M100000,1,0
0,1,0,0,0,0,0,-2.5,0,0,0,0,GO:1900017,positive regulation of cytokine production involved in inflammatory response,M010000,1,0
0,0,0,0,1,0,0,0,0,0,-2.6,0,GO:0035116,embryonic hindlimb morphogenesis,M000010,1,0
0,0,1,0,0,0,0,0,-5,0,0,0,GO:0072599,establishment of protein localization to endoplasmic reticulum,M001000,1,0
1,0,0,0,0,0,-6.6,0,0,0,0,0,M16697,BIOCARTA CD40 PATHWAY,M100000,1,0
0,0,1,0,0,0,0,0,-5.2,0,0,0,GO:0030168,platelet activation,M001000,1,0
0,0,1,0,0,0,0,0,-2.3,0,0,0,M210,PID IL8 CXCR2 PATHWAY,M001000,1,0
0,1,0,0,0,0,0,-4.5,0,0,0,0,GO:0032305,positive regulation of icosanoid secretion,M010000,1,0
0,0,0,1,0,0,0,0,0,-5.2,0,0,GO:0034502,protein localization to chromosome,M000100,1,0
0,0,0,0,1,0,0,0,0,0,-3.9,0,hsa05226,Gastric cancer,M000010,1,0
0,1,0,0,0,0,0,-5,0,0,0,0,GO:0034344,regulation of type III interferon production,M010000,1,0
1,0,0,0,0,0,-3.2,0,0,0,0,0,WP2359,Parkin ubiquitin proteasomal system pathway,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.7,R-HSA-5218920,VEGFR2 mediated vascular permeability,M000001,1,0
1,0,0,0,0,0,-4,0,0,0,0,0,GO:0070431,nucleotide-binding oligomerization domain containing 2 signaling pathway,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-2,0,GO:0030501,positive regulation of bone mineralization,M000010,1,0
1,0,0,0,0,0,-2.7,0,0,0,0,0,GO:0001919,regulation of receptor recycling,M100000,1,0
0,0,1,0,0,0,0,0,-2.2,0,0,0,GO:0031670,cellular response to nutrient,M001000,1,0
0,0,0,0,1,0,0,0,0,0,-2.4,0,GO:1905330,regulation of morphogenesis of an epithelium,M000010,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,GO:0001893,maternal placenta development,M000010,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.1,GO:0021983,pituitary gland development,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.8,0,R-HSA-193368,Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol,M000010,1,0
0,0,1,0,0,0,0,0,-5.2,0,0,0,M8179,BIOCARTA RAB PATHWAY,M001000,1,0
1,0,0,0,0,0,-13,0,0,0,0,0,R-HSA-450531,Regulation of mRNA stability by proteins that bind AU-rich elements,M100000,1,0
0,1,0,0,0,0,0,-8.8,0,0,0,0,WP2328,Allograft rejection,M010000,1,0
1,0,0,0,0,0,-4.8,0,0,0,0,0,WP2112,IL 17 signaling pathway,M100000,1,0
0,0,0,1,0,0,0,0,0,-5.3,0,0,GO:0007059,chromosome segregation,M000100,1,0
0,0,1,0,0,0,0,0,-6.1,0,0,0,GO:1903513,endoplasmic reticulum to cytosol transport,M001000,1,0
0,0,1,0,0,0,0,0,-2.1,0,0,0,GO:0048644,muscle organ morphogenesis,M001000,1,0
0,0,1,0,0,0,0,0,-3.1,0,0,0,GO:0099173,postsynapse organization,M001000,1,0
1,0,0,0,0,0,-2.5,0,0,0,0,0,hsa01523,Antifolate resistance,M100000,1,0
0,0,0,0,0,1,0,0,0,0,0,-3.5,GO:2000651,positive regulation of sodium ion transmembrane transporter activity,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.3,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,M000001,1,0
0,0,0,0,0,1,0,0,0,0,0,-2.6,WP4223,Ras signaling,M000001,1,0
0,0,0,0,1,0,0,0,0,0,-2.3,0,WP5323,Fatty Acids and Lipoproteins Transport in Hepatocytes,M000010,1,0
0,0,1,0,0,0,0,0,-4.6,0,0,0,GO:0009225,nucleotide-sugar metabolic process,M001000,1,0
0,0,0,1,0,0,0,0,0,-2.4,0,0,GO:0090169,regulation of spindle assembly,M000100,1,0
1,0,0,0,0,0,-3.1,0,0,0,0,0,WP3287,Overview of nanoparticle effects,M100000,1,0
0,0,1,0,0,0,0,0,-4.3,0,0,0,R-HSA-416572,Sema4D induced cell migration and growth-cone collapse,M001000,1,0
1,0,0,0,0,0,-4.3,0,0,0,0,0,R-HSA-2046105,Linoleic acid (LA) metabolism,M100000,1,0
1,0,0,0,0,0,-2.3,0,0,0,0,0,GO:2000144,positive regulation of DNA-templated transcription initiation,M100000,1,0
0,0,0,0,1,0,0,0,0,0,-4.5,0,GO:0035113,embryonic appendage morphogenesis,M000010,1,0
1,0,0,0,0,0,-2.6,0,0,0,0,0,R-HSA-912526,Interleukin receptor SHC signaling,M100000,1,0
1,0,0,0,0,0,-4.1,0,0,0,0,0,GO:1900744,regulation of p38MAPK cascade,M100000,1,0
0,1,0,0,0,0,0,-3.5,0,0,0,0,GO:1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,M010000,1,0
1,0,0,0,0,0,-4.3,0,0,0,0,0,GO:0062098,regulation of programmed necrotic cell death,M100000,1,0
